0.00538965,-0.00765677,-0.0452356,-0.030455,-0.0619395,-0.0838235,-0.0987388,-0.0739516,-0.0608395,-0.0395978,-0.0952817,-0.15024,-0.198386,-0.152795,-0.156822,-0.251269,-0.352601,-0.467646,-0.624065,-0.741789,-0.891667,-1.11646,-1.29588,-1.53039,-1.78431,-2.02833,-2.29662,-2.6368,-2.98907,-3.35758,-3.78046,-4.20962,-4.62796,-4.97665,-5.2335,-5.42042,-5.56606,-5.66497,-5.75632,-5.76988,-5.75085,-5.71927,-5.64417,-5.5679,-5.51888,-5.44424,-5.42402,-5.4639,-5.48608,-5.52795,-5.5905,-5.53719,-5.40617,-5.0572,-4.37624,-3.45504,-2.34642,-1.13284,0.205535,1.73085,3.44883,5.21041,7.04131,8.66812,10.0287,11.0595,11.7863,12.097,11.9016,11.4434,10.6104,9.52093,8.41149,7.23668,6.01864,5.073,4.27767,3.63388,3.21849,2.69014,2.19357
0.0414683,0.0209053,0.0291809,-0.0506169,-0.109469,-0.155978,-0.192383,-0.184673,-0.191489,-0.254137,-0.319511,-0.332366,-0.282746,-0.235686,-0.212261,-0.253465,-0.360791,-0.458675,-0.522105,-0.560396,-0.588016,-0.653722,-0.776516,-0.898141,-1.083,-1.27348,-1.41182,-1.53786,-1.79965,-2.00132,-2.21319,-2.48818,-2.7081,-2.87251,-3.1131,-3.2057,-3.23074,-3.31281,-3.34877,-3.38932,-3.43729,-3.46145,-3.51686,-3.57122,-3.60582,-3.58343,-3.53046,-3.48493,-3.48554,-3.62145,-3.74134,-3.77738,-3.74868,-3.58289,-3.29837,-2.96036,-2.47612,-1.84647,-1.17766,-0.357596,0.645737,1.57814,2.54232,3.37392,3.95596,4.39599,4.81352,5.14464,5.4214,5.44483,5.17109,4.76215,4.31846,3.84685,3.30232,2.74244,2.19205,1.76087,1.37635,0.904295,0.509128
0.0185152,0.0241566,0.0318504,0.043136,0.0585275,0.0887981,0.0862462,0.0877983,0.0960217,0.104761,0.106316,0.125327,0.114049,0.114066,0.118192,0.120264,0.134667,0.147019,0.152694,0.17122,0.188723,0.191322,0.205749,0.212979,0.220726,0.246995,0.297455,0.343298,0.373714,0.370167,0.337272,0.263177,0.17876,0.0695962,-0.0849315,-0.262174,-0.454412,-0.652891,-0.832358,-0.987134,-1.14299,-1.28754,-1.43162,-1.55151,-1.63273,-1.6825,-1.68379,-1.65875,-1.62131,-1.56631,-1.46637,-1.32612,-1.13159,-0.91841,-0.704652,-0.487728,-0.280562,-0.0965926,0.0145395,0.0440127,-0.0201028,-0.101822,-0.236843,-0.421568,-0.628597,-0.902962,-1.2302,-1.53735,-1.87099,-2.14104,-2.32779,-2.52599,-2.63411,-2.77594,-2.84994,-2.84206,-2.79324,-2.72574,-2.6017,-2.5606,-2.41835
-0.00289041,-0.0013021,-0.00125149,0.00287004,0.00826921,0.00411795,0.00256541,0.000231134,-0.0039784,-0.0188715,-0.0235418,-0.0336409,-0.0390365,-0.0401857,-0.0510804,-0.0796943,-0.0969232,-0.116076,-0.145532,-0.177696,-0.217743,-0.264729,-0.313644,-0.366027,-0.450739,-0.594869,-0.805167,-1.08009,-1.36695,-1.58147,-1.667,-1.66473,-1.61318,-1.58081,-1.58584,-1.61467,-1.65591,-1.71004,-1.78799,-1.87924,-1.99537,-2.09033,-2.18352,-2.27143,-2.35154,-2.42977,-2.5231,-2.62576,-2.74965,-2.90976,-3.07115,-3.25783,-3.47014,-3.68827,-3.92557,-4.11488,-4.28536,-4.36738,-4.35762,-4.28782,-4.0458,-3.73207,-3.2978,-2.77715,-2.28281,-1.73614,-1.13495,-0.621811,0.00716072,0.607412,1.05084,1.42137,1.60437,1.60668,1.59949,1.4716,1.21403,0.891872,0.495588,0.105151,-0.246813
8.53025e-05,0.00790959,0.0357791,0.00763463,0.0120934,-0.00750873,-0.0225689,-0.0214049,0.00858729,-0.000986512,0.01593,-0.00453073,-0.0293143,-0.0435578,-0.0347648,-0.0459442,-0.0351311,-0.0362666,-0.0568132,-0.0881031,-0.123247,-0.150259,-0.157379,-0.140999,-0.158656,-0.20323,-0.285209,-0.403832,-0.541119,-0.634821,-0.681599,-0.66394,-0.636395,-0.630437,-0.686076,-0.761396,-0.84953,-0.972358,-1.11957,-1.28739,-1.46758,-1.65551,-1.81393,-1.92502,-1.99665,-2.04904,-2.10302,-2.20786,-2.28038,-2.36977,-2.46311,-2.55935,-2.66457,-2.83196,-2.97865,-3.18524,-3.36189,-3.50604,-3.58876,-3.62962,-3.5768,-3.4194,-3.22103,-2.917,-2.58076,-2.20298,-1.84067,-1.33667,-0.847726,-0.237348,0.275366,0.725951,1.02325,1.28793,1.44737,1.48541,1.41228,1.23114,1.00076,0.742126,0.455299
-0.0335546,-0.00320802,-0.00230057,-0.00835194,-0.0223204,-0.00936638,0.0011042,0.0250137,0.0110427,0.0105977,0.0100901,0.00711977,-0.0123257,-0.0470557,-0.100578,-0.160721,-0.210025,-0.260124,-0.328559,-0.394505,-0.468129,-0.582066,-0.677524,-0.803348,-0.944271,-1.11263,-1.30574,-1.52429,-1.76432,-2.0295,-2.29953,-2.57054,-2.81911,-3.06603,-3.28458,-3.48139,-3.61709,-3.69473,-3.7671,-3.83741,-3.88877,-3.94355,-3.94441,-3.94899,-3.9402,-3.91411,-3.91016,-3.9272,-3.97133,-4.08485,-4.20146,-4.26719,-4.21941,-4.05846,-3.79172,-3.4415,-3.0561,-2.57192,-2.03706,-1.36633,-0.614193,0.259515,1.1739,2.05098,2.85691,3.58952,4.14148,4.56021,4.81478,4.9285,4.9506,4.71125,4.36303,3.8976,3.37325,2.88888,2.35485,1.76379,1.15532,0.572949,-0.000736615
-0.0186734,-0.000875444,0.00359564,0.00787171,-0.00481939,-0.00582518,0.00888932,0.0308508,0.047413,0.070429,0.0647037,0.0689022,0.0661231,0.0256538,0.0206948,0.0299215,0.0170853,5.89199e-05,0.0129955,-0.00452542,0.00451122,-0.0197851,-0.0543759,-0.114619,-0.150794,-0.179501,-0.199577,-0.230108,-0.325876,-0.446846,-0.62082,-0.820255,-1.07468,-1.29861,-1.5262,-1.73037,-1.9213,-2.09024,-2.31446,-2.47455,-2.58172,-2.68942,-2.75659,-2.74815,-2.74954,-2.74341,-2.71178,-2.71686,-2.68196,-2.60818,-2.53857,-2.46661,-2.36322,-2.20484,-1.9683,-1.65905,-1.26527,-0.75053,-0.200094,0.483136,1.21093,1.97978,2.692,3.31552,3.74841,3.9527,4.0366,4.00252,3.92276,3.72324,3.51627,3.22309,2.96456,2.67963,2.41631,2.08986,1.7493,1.43499,1.1229,0.800404,0.451836
0.0105745,-0.0128797,-0.0145573,-0.0028281,0.00890461,0.00722953,0.0223205,0.0156162,-0.0137317,-0.0321852,-0.0489666,-0.0749814,-0.087579,-0.0926268,-0.116142,-0.143022,-0.191738,-0.253065,-0.334566,-0.414411,-0.487559,-0.585097,-0.678459,-0.763447,-0.874514,-0.936014,-0.99501,-1.08514,-1.15259,-1.26885,-1.38093,-1.49052,-1.60856,-1.76873,-1.9222,-2.09424,-2.22591,-2.361,-2.46158,-2.58073,-2.70834,-2.81998,-2.90637,-2.95232,-2.94011,-2.88995,-2.82207,-2.75585,-2.69806,-2.6318,-2.5419,-2.39121,-2.15438,-1.82547,-1.38838,-0.826185,-0.162474,0.567317,1.29395,2.01234,2.67602,3.31791,3.83658,4.19561,4.38141,4.40997,4.32265,4.27084,4.22748,4.11133,3.9943,3.77904,3.49685,3.15276,2.7891,2.25593,1.69635,1.04342,0.35386,-0.365564,-0.978407
-0.0585159,-0.0507975,-0.0366412,-0.0113855,-0.00351417,0.0199423,0.0241033,0.00892747,-0.00901152,-0.00561238,-0.0345292,-0.029626,-0.0345544,-0.0545443,-0.0809901,-0.121298,-0.195464,-0.28237,-0.405269,-0.541666,-0.706602,-0.920564,-1.18366,-1.4824,-1.84985,-2.26662,-2.74041,-3.23918,-3.79598,-4.36476,-4.94447,-5.52765,-6.1027,-6.61845,-7.08334,-7.48502,-7.79071,-8.03236,-8.203,-8.30059,-8.32163,-8.28526,-8.18214,-8.06722,-7.94528,-7.84237,-7.78245,-7.78198,-7.83479,-7.95439,-8.10713,-8.20331,-8.11828,-7.73668,-6.97901,-5.84387,-4.329,-2.51558,-0.404493,2.021,4.72759,7.68007,10.7909,13.7047,16.2087,18.1295,19.3745,20.0449,20.2141,19.8867,19.0325,17.7557,16.1193,14.3245,12.519,10.8556,9.34548,8.07955,7.01317,6.15735,5.43743
-0.0363321,-0.0192361,0.109013,0.113296,0.0342051,-0.0555874,-0.0577297,-0.0769788,-0.0106923,-0.00427723,0.00427755,0.0470565,-0.0042782,-0.109102,-0.17971,-0.263167,-0.310262,-0.329543,-0.42373,-0.594979,-0.704181,-0.926849,-1.13885,-1.37657,-1.69996,-2.0962,-2.51177,-3.01306,-3.53157,-3.92379,-4.58166,-5.15395,-5.64276,-5.95599,-6.27781,-6.45185,-6.80376,-6.97785,-6.93766,-6.81171,-6.72434,-6.62837,-6.52596,-6.35276,-6.11953,-6.0578,-6.03036,-6.06728,-6.00766,-6.09177,-6.27885,-6.51744,-6.58444,-6.55489,-6.17128,-5.65885,-4.97896,-3.8504,-2.5199,-0.976694,0.860843,2.92193,5.09926,7.2941,9.05549,10.5229,11.5181,12.0731,12.2566,12.0319,11.3432,10.3622,9.16615,7.82812,6.53501,5.51681,4.56079,3.71854,3.09114,2.51522,2.06393
